content,category,cluster,content_for_labeling,topic_label
butuh segera ditindaklanjuti karena sepertinya tanaman ini untuk segera dikondisikan karena terganggu pengendara motor dan jalan kaki,Jalan,20,butuh ditindaklanjuti tanam kondisi ganggu kendara motor jalan kaki,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
segera tindak lanjuti masalah pohon terlalu tinggi butuh segera ditindaklanjuti karena sudah masuk musim hujan dan angin kencang ditakuti tumbang menimpa rumah ataupun jalan utama,Pohon,6,tindak lanjut pohon butuh ditindaklanjuti masuk musim hujan angin kencang takut tumbang timpa rumah jalan utama,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
mohon bantuan penertiban pkl liar pelanggar perda no 8 tahun 2007,PKL Liar,15,mohon bantu tertib liar langgar perda nomor,"['bantu', 'tertib', 'liar', 'mohon', 'jam']"
"pembokaran satu&quot;nya klo mau kawasan jadi gak kumuh, jorok dan kotor... tolong aparat pemerintah setempat terutama aparat satpol pp lakukan pembongkaran!!!",PKL Liar,21,bokar kawasan kumuh jorok kotor tolong aparat perintah aparat satpol pp laku bongkar,"['harap', 'fasum', 'liar', 'trotoar', 'korupsi']"
"aarea terserbut gelap sehingga sering digunakan untuk nongkrong dan menghindari kejahatan , mohon agar di pasang penerangan mengarah ke jalan . agar jalan menjadi terang . meminimalisir kejahatan",Jalan,11,aarea terserbut gelap nongkrong hindar jahat mohon pasang terang arah jalan jalan terang meminimalisir jahat,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
gila udah awal tahun 2024 masih gak ada pembersihan/pembongkaran utk pkl&quot; ini aparat satpol pp nya pada pura&quot; gak liat apa gimana ini,PKL Liar,21,gila udah bersih bongkar aparat satpol pp pura liat gimana,"['harap', 'fasum', 'liar', 'trotoar', 'korupsi']"
tolong sda di waduk ini banyak encu jentik nyamuk di karenakan air ngendep tolong di kasih lubang bawah nya noted sepanjang waduk ini butuh segera ditindaklanjuti karena,"Saluran Air, Kali/Sungai",3,tolong waduk encu jentik nyamuk karena air ngendep tolong kasih lubang noted waduk butuh ditindaklanjuti,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
pohon turun2 mengganggu kendaraan melintas. harap dipangkas segera,Pohon,16,pohon turun ganggu kendara lintas harap pangkas,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
sampah dekat pertigaan. pd tumpah diduga sudah 3 harian gak diangkut yg terkait,Sampah ,14,sampah tiga tumpah duga hari angkut kait,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"lampu jalanan mati sudah 4 hari, mohon untuk dapat diganti agar tidak terjadi hal yang tidak diinginkan dan mohon agar dapat diganti dengan lampu led yang terang",Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),11,lampu jalan mati mohon ganti mohon ganti lampu led terang,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
ac tidak menyala dan lampu mati tolong segera diperbaiki,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,ac nyala lampu mati tolong baik,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
minta tolong ditindak tegas pkl liar karena trotoan yg baru dibangun dikuasai pkl liar dan menganggu fungsi trotoan terima kasih,Trotoar,10,tolong tindak liar trotoan bangun asai liar menganggu fungsi trotoan terima kasih,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
minta tolong ditindak tegas parkir ditrotoan karena trotoan yg baru dibangun dikuasai parkir motor dan menganggu fungsi trotoan terima kasih,Trotoar,10,tolong tindak parkir ditrotoan trotoan bangun asai parkir motor menganggu fungsi trotoan terima kasih,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
pohon tumbang tolong biar rapih dan enak di liat terimakasih bantuan nya,Pohon,6,pohon tumbang tolong biar rapih enak liat terimakasih bantu,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
lampu jalan mati total sepanjang jati padang utara rt 13 rw 02 sudah ebih dari 4 hari. mohon tindaklanjuti karena berbahaya,Jalan,11,lampu jalan mati total jati padang utara ebih mohon tindaklanjuti bahaya,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"sambungan tutup drainase rusak, membahayakan pengguna jalan needs urgent action because dangerous",Tutup Saluran ,19,sambung tutup drainase rusak bahaya guna jalan needs urgent action because dangerous,"['because', 'needs', 'action', 'urgent', 'is']"
"lampu jalan mati, mohon pju segerw cek lokasi karena rawan maling, kejahatan dan pencurian. segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti karena rawan.",Jalan,11,lampu jalan mati mohon terang jalan umum segerw cek lokasi rawan maling jahat curi tindak lanjut butuh ditindaklanjuti rawan,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"lampu jalan disepanjang jalan ini mati, tolong segera diperbaiki karna membahayakan kami pengguna jalan",Gangguan dan Kebisingan  ,11,lampu jalan panjang jalan mati tolong baik karna bahaya guna jalan,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"lampu pju mati yang menyebabkan sepanjang jalan jembatan tinggi dari mulai jalan lontar sampai jembatan lampu mati total, juga jalan dibawahnya sepanjang jalan tike lampu pju nya mati total. gelap gulita rawan kejahatan dan kemaksiatan . mohon segera di tindak lanjuti. masalah ini terjadi saat segera tindak lanjuti masalah",Jalan,11,lampu terang jalan umum mati sebab jalan jembatan jalan lontar jembatan lampu mati total jalan bawah jalan tike lampu terang jalan umum mati total gelap gulita rawan jahat maksiat mohon tindak lanjut tindak lanjut,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
debel kedua tanah becek jadi kotor sepatu/sendal tolong sda terimakasih,"Saluran Air, Kali/Sungai",3,debel tanah becek kotor sepatu sendal tolong terimakasih,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"sda tolong di keruk ,rumput rumput di bersihin terimakasih atas bantuannya","Saluran Air, Kali/Sungai",3,tolong keruk rumput rumput bersihin terimakasih bantu,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"pembakaran kembali terjadi 2 januari 2024, di belakang tembok shinano a18. tidak ada petugas sama sekali. kemarin api dipadamkan manual oleh warga shinano.",Penanganan Kebakaran,5,bakar januari tembok shinano a tugas kemarin api padam manual warga shinano,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
"ini gimna si kerjaan sda, yang olahraga ngga nyaman bejek tanah gitu jadi debel sepatu/sendal tolong di kontrol lagi terima kasih","Saluran Air, Kali/Sungai",3,gimna kerja olahraga nyaman bejek tanah gitu debel sepatu sendal tolong kontrol terima kasih,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
sampah berantakan rumput tidak di urusin tolong di cek lagi kondisi waduk brigif,Sampah ,3,sampah beranta rumput urusin tolong cek kondisi waduk brigif,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
saluran2 full penuh sampah air tidak mengalir tidak di tl ppsu,Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),3,salur full penuh sampah air alir tolong ppsu,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
pohon tumbang tidak ter urus tolong di urus dong pak di cek lagi monitoring,Pohon,3,pohon tumbang ter urus tolong urus cek monitoring,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"pohon tumbang tidak ter urus, mungkin tidak pernah di cek kembali oleh sda kondisi nya waduk ini",Pohon,3,pohon tumbang ter urus cek kondisi waduk,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
parah dishub gk ngaruh ttp aja parkir terus truk besar nya,Parkir Liar,22,parah dishub ngaruh ttp parkir truk,"['jaring', 'angkut', 'parkir', 'liar', 'dishub']"
mohon dilakukan perbaikan pam bocor sudah 7 hari mengakibatkan genangan air sehingga menggangu warga,PDAM/PAM,3,mohon baik pam bocor akibat genang air menggangu warga,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
rumah kos yg memanfaatkan jalanan sbg lahan parkir utk pengghuninya. menggunakan fasilitas umum utk kepentingan pribadi mendapatkan keuntungan utk bisnisnya,Parkir Liar,23,rumah kos manfaat jalan lahan parkir pengghuninya fasilitas penting pribadi untung bisnis,"['cawang', 'liar', 'biar', 'jalan', 'lurah']"
"pelanggaran bangunan berdiri diatas tanah peruntukan fasos/fasum, mohon agar bisa ditindak lanjuti serius","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",18,langgar bangun diri atas tanah untuk fasos fasum mohon tindak lanjut serius,"['langgar', 'tertib', 'parkir', 'liar', 'mohon']"
"kendaraan parkir liar ditempat yang semestinya steril dan khusus kendaraan darurat. mengganggu akaes pelayanan kedaruratan seperti saat ini. tolong dicari pemilik kendaraan, tegur, dan segera pindahkan. jangan egois, tidak ada garasi jangan punya mobil!",Parkir Liar,10,kendara parkir liar tempat mesti steril khusus kendara darurat ganggu akaes layan darurat tolong cari milik kendara tegur pindah egois garasi mobil,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"seberang sekolah budi utomo, masa sampah disapu di tali air kearah selokan. dikurnagin tuh gaji nya",Sampah ,14,seberang sekolah budi utomo sampah sapu tali air arah selokan dikurnagin gaji,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"butuh segera ditindaklanjuti karena musim penghujan rawan tumbang,sudah banyak ditempat lain yg tumbang.bantu dilakukan pemangkasan",Pohon,6,butuh ditindaklanjuti musim hujan rawan tumbang tempat tumbang bantu mangkas,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"seberang sekolah budi utomo, sampah dikumpulin disapu dekat tali air kan aneh kwrjaam kaya gini. ppsu wilayah penugasan sini dikurnagin tuh gaji nya",Sampah ,14,seberang sekolah budi utomo sampah dikumpulin sapu tali air aneh kwrjaam kaya gin ppsu wilayah tugas dikurnagin gaji,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
ditemukan adanya reklame rokok berupa videotron di atas kasir alfamart,Kawasan Dilarang Merokok,24,temu reklame rokok videotron kasir alfamart,"['reklame', 'rokok', 'temu', 'langgar', 'billboard']"
"seberang sekolah budi utomo, sampah disapu dikumpulin kena angin terbang lagi dan gak segera dibtl",Sampah ,14,seberang sekolah budi utomo sampah sapu dikumpulin kena angin terbang dibtl,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
arus lalu lintas disini amburadul..diatur sesuka hati pak ogah..tolong dibantu pak petugas,Arus Lalu Lintas,7,arus lintas amburadul atur suka hati ogah tolong bantu tugas,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
ojol mangkal makan di depan pagar samping,Perizinan ,25,ojol mangkal makan pagar samping,"['belanja', 'rumah', 'parkir', 'blokir', 'liar']"
"b 1162 juu sudah waktunya di tilang atau minimal kempes pentil jika tidak maka.lappran berulamg. memacetkan lama , potensi orang sini perda transportadi gsk punya garasi juga ada org bilang gor3s gor3s.",Arus Lalu Lintas,26,b juu tilang minimal kempes pentil lappran berulamg macet potensi orang perda transportadi gsk garasi orang bilang gor s gor s,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
sejak trotoar dibuat awalnya motoris bisa diatas utk cegah penyempitan ruang milik jalan skrg yg bisa cuma pkl² liar diatas trotoar.r milik jalan. kalau begitu kenai pajak pd para pkl liar yg sudah lama jd angin sedap karna bau nyaasuk ke lantor rw09. fokus aduan pajak pd pkl2 liar dimana sejak ditanya saat trotoar dibuat dan kemudian ditinggikan,Trotoar,26,trotoar motoris atas cegah sempit ruang milik jalan skrg liar atas trotoar r milik jalan kena pajak liar angin sedap karna bau nyaasuk lantor fokus adu pajak liar mana trotoar tinggi,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
dekat belokan. sbnarnya banyak sampah diselokan dll. terimakasih,Sampah ,14,belok sbnarnya sampah selo terimakasih,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"pohon sudah lebat mengenai kabel, tolong dinas terkait menindaklanjut terima kasih",Pohon,6,pohon lebat kabel tolong dinas kait menindaklanjut terima kasih,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
berjualan pk5 di bahu jalan diatas saluran air banyak parkir liar juga mengganggu kelancaran arus lalu lintas,Perdagangan/UMKM,18,jual pk bahu jalan atas salur air parkir liar ganggu lancar arus lintas,"['langgar', 'tertib', 'parkir', 'liar', 'mohon']"
dekat kantor rw. sbnarnya banyak sampah dll. terimakasih,Sampah ,14,kantor sbnarnya sampah terimakasih,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"parkir liar di atas jalanan umum di taruhkan cone dengan dalih jalan ini milik dia? tolong ini sangat berbahaya rawan blind spot untuk pengguna jalan lain dapat menyebabkan kecelakaan, tolong di tindak tegas berupa penderekan, dan teguran keras karna setiap malam saya perhatikan selalu parkir di area ini",Parkir Liar,10,parkir liar jalan taruh cone dalih jalan milik tolong bahaya rawan blind spot guna jalan sebab celaka tolong tindak derek tegur keras karna malam perhati parkir area,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
butuh segera ditindaklanjuti karena mengganggu kenyamanan dan keamanan.,Jaringan/Menara Telekomunikasi,20,butuh ditindaklanjuti ganggu nyaman aman,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
dekat rptra. sbnarnya banyak sampah diselokan dll. terimakasih,Sampah ,14,rptra sbnarnya sampah selo terimakasih,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
sisa buangan tebangan dikumpulin dekat yg bagus atau dekat tanaman bagis. dekat polisi,Sampah ,14,sisa buang tebang dikumpulin bagus tanam bagis polisi,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"minta tlong di segerakan di tebang pohon ny sudah ke atap rumah, belakang sekolahan 274 . segera tindak lanjuti masalah",Pohon,6,tlong segera tebang pohon ny atap rumah sekolah tindak lanjut,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"sampah: puing serak,kerikil, tanaman liar perusak,plastik dll segera dibersihkan. terims",Sampah ,14,sampah puing serak kerikil tanam liar usak plastik bersih terims,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"saya memohon kepada tim bksd tingkat kelurahan tingkat kecamatan tingkat kota agar mengakap kucing-kucing liar agar di bawa ke habitatnya karena sangat mengganggu kotorannya(tai)nya beraknya,bahkan di rumah ibadah (musshollah) aja kucing liar berak itukan najis.",Pencemaran Lingkungan ,5,mohon tim bksd tingkat lurah tingkat camat tingkat kota kakap kucing kucing liar bawa habitat ganggu kotor tai berak rumah ibadah musshollah kucing liar berak itu najis,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
"kacauuuu.. belom di tindak juga, ayo dong di bongkar. biar terlihat rapih dan tertata.",PKL Liar,22,kacau bom tindak ayo bongkar biar rapih tata,"['jaring', 'angkut', 'parkir', 'liar', 'dishub']"
tutup drainase..? ini maksudnya biar ada yg nyemplung dulu baru ditutup? atau bagaimana konsepnya?,Tutup Saluran ,14,tutup drainase maksud biar nyemplung tutup konsep,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
ada pelanggaran lalu lintas berupa kendaraan yang melawan arus di malam hari butuh segera ditindaklanjuti karena dapat membahayakan pengendara lain,Keluhan Pelayanan ,20,langgar lintas kendara lawan arus malam butuh ditindaklanjuti bahaya kendara,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
"sampah di dua bak tanaman, baik diujung yg ada sisa banner dan di zoom dekat. mohon",Sampah ,14,sampah bak tanam ujung sisa banner zoom mohon,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
tlg got di bersihkan sdh byk sampah dr arah naga swalayan sp lamp. mrh ciracas trs sp ke bakso sabar,"Saluran Air, Kali/Sungai",14,tolong got sih byk sampah arah naga swalayan lamp mrh ciracas bakso sabar,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"ada pelanggaran, bazar diduga tanpa izin berjalan langgeng tanpa ada tindakan dari instansi terkait.",Gangguan dan Kebisingan  ,8,langgar bazar duga izin jalan langgeng tindak instansi kait,"['bangun', 'tindak', 'pbg', 'izin', 'lantai']"
"vending machine di kawasan monas tidak berfungsi, kondisi sudah karatan. ada pengunjung yang masukin uang tapi minuman tidak keluar","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17,vending machine kawasan monas fungsi kondisi karat unjung masukin uang minum,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
segera tindak lanjuti masalah ini karena sampah sudah lama terbengkalai tidak ada yang mengangkut nya tolong segera di tl agar tidak terjadi penumpukan sampah liar lainnya terima kasih,Sampah ,3,tindak lanjut sampah bengkalai angkut tolong tolong tumpu sampah liar terima kasih,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
needs urgent action because pencemaran lingkungan dgn bakar sampah,Penanganan Kebakaran,19,needs urgent action because cemar lingkung bakar sampah,"['because', 'needs', 'action', 'urgent', 'is']"
"sampah di dalam got dan diatas got, ada bukti bersih lah diangkat kanstin conblok ya supaya cegah musim hujan...m",Sampah ,14,sampah got atas got bukti bersih angkat kanstin conblok cegah musim hujan m,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"ranting pohon menghalangi lampu pju, butuh segera di tebang krn menghalangi lampu pju",Pohon,6,ranting pohon halang lampu terang jalan umum butuh tebang halang lampu terang jalan umum,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
there is a violation ada kegiatan bakar sampah dpn mesjid al anshar yg mencemari lingkungan,Penanganan Kebakaran,19,there is a violation giat bakar sampah dpn mesjid anshar cari lingkung,"['because', 'needs', 'action', 'urgent', 'is']"
pertigaan jalan pasar pondok labu sampai dengan pasar swalayan aneka buana sering terjadi tindak pelanggaran lalu lintas yaitu lawan arah. mohon tindak lanjutkan dan buat razia lalin,Jalan,7,tiga jalan pasar pondok labu pasar swalayan aneka buana tindak langgar lintas lawan arah mohon tindak lanjut razia lalin,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
