content,category,cluster
"𝗔𝗣𝗞 𝗜𝗡𝗜 𝗠𝗘𝗟𝗔𝗡𝗚𝗚𝗔𝗥 𝗣𝗘𝗥𝗔𝗧𝗨𝗥𝗔𝗡 𝗞𝗣𝗨 𝗡𝗢𝗠𝗢𝗥 𝟯𝟲𝟯 𝗧𝗔𝗛𝗨𝗡 𝟮𝟬𝟮𝟯 𝗞𝗔𝗥𝗘𝗡𝗔 𝗗𝗜𝗣𝗔𝗦𝗔𝗡𝗚 𝗗𝗜 𝗝𝗣𝗢 𝗦𝘂𝗿𝗮𝘁 𝗞𝗲𝗽𝘂𝘁𝘂𝘀𝗮𝗻 𝗞𝗣𝗨 𝗗𝗞𝗜 𝗝𝗮𝗸𝗮𝗿𝘁𝗮 𝗡𝗼𝗺𝗼𝗿 𝟯𝟲𝟯 𝗧𝗮𝗵𝘂𝗻 𝟮𝟬𝟮𝟯 𝗦​​​​​𝗲𝗷𝘂𝗺𝗹𝗮𝗵 𝗹𝗼𝗸𝗮𝘀𝗶 𝗱𝗶 𝗗𝗞𝗜 𝗝𝗮𝗸𝗮𝗿𝘁𝗮 𝘁𝗮𝗸 𝗯𝗼𝗹𝗲𝗵 𝗮𝘁𝗮𝘂 𝗱𝗶𝗹𝗮𝗿𝗮𝗻𝗴 𝗱𝗶𝗽𝗮𝘀𝗮𝗻𝗴𝗶 𝗮𝗹𝗮𝘁 𝗽𝗲𝗿𝗮𝗴𝗮 𝗸𝗮𝗺𝗽𝗮𝗻𝘆𝗲 (𝗔𝗣𝗞) 𝘀𝗲𝗹𝗮𝗺𝗮 𝗺𝗮𝘀𝗮 𝗸𝗮𝗺𝗽𝗮𝗻𝘆𝗲 𝗣𝗲𝗺𝗶𝗹𝘂 𝟮𝟬𝟮𝟰. tempat tertentu a. pagar pemisah jalan, 𝗷𝗲𝗺𝗯𝗮𝘁𝗮𝗻 𝗽𝗲𝗻𝘆𝗲𝗯𝗲𝗿𝗮𝗻𝗴𝗮𝗻, halte, terminal, stasiun, pelabuhan dan tiang listrik​​​​​​​ b. tempat ibadah, termasuk halaman, rumah sakit atau tempat pelayanan kesehatan, gedung milik pemerintah dan lembaga pendidikan ​​​​​​​c. seluruh jalur jalan bebas hambatan/tol layang (sisi kanan dan kiri jalan), jembatan penyebrangan jalan (jpo), flyover, underpass​​​​​​​ serta tempat istirahat pelayanan di dalam jalan tol (rest area) d. sarana milik pemerintah provinsi dki jakarta ​​​​​​​e. fasilitas milik tni/polri f. fasilitas milik bumn/bumd 𝗝𝗔𝗗𝗜 𝗔𝗣𝗞 𝗜𝗡𝗜 𝗠𝗘𝗟𝗔𝗡𝗚𝗚𝗔𝗥 𝗬𝗔, 𝗣𝗘𝗧𝗨𝗚𝗔𝗦 𝗕𝗘𝗥𝗟𝗜𝗧𝗘𝗥𝗔𝗦𝗜 𝗥𝗘𝗡𝗗𝗔𝗛 𝘽𝙞𝙧𝙤𝙠𝙧𝙖𝙩 𝙗𝙚𝙧𝙢𝙚𝙣𝙩𝙖𝙡 𝙛𝙚𝙚 𝗣𝗘𝗠𝗕𝗜𝗔𝗥𝗔𝗡 𝗧𝗘𝗥𝗛𝗔𝗗𝗔𝗣 𝗣𝗘𝗟𝗔𝗡𝗚𝗚𝗔𝗥𝗔𝗡 𝗔𝗗𝗔𝗟𝗔𝗛 𝗜𝗡𝗗𝗜𝗞𝗔𝗦𝗜 𝗞𝗢𝗥𝗨𝗣𝗦𝗜! dan huruf 𝗨 pada 𝗞𝗣𝗨, 𝗕𝗔𝗪𝗔𝗦𝗟𝗨, 𝗗𝗔𝗡 𝗛𝗘𝗥𝗨 adalah 𝗨𝗦𝗘𝗟𝗘𝗦𝗦",Reklame/Spanduk ,29
mohon untuk petugas kebersihan kelurahan khususnya kelurahan cipulir kami mohon agar untuk ditindaklanjuti pengerjaan tersebut agar segera di tindak lanjuti di karena kan sisa sampah tersebut masih di dpan sekolahan,Sampah ,3
akibat dari sampah diatas sudah banyak menular masuk ke dalam got . posisi depan tanah yang akan menjadi pbangunan gedung,Sampah ,14
papan petunjuk jalan lepas dari tiang. mohon segera diperbaiki. terima kasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",4
"ada pelanggaran parkir liar, tapi kenapa pihak terkait masih saja tutup mata. ingat pak kalian itu di gaji buat kerja bukan buat duduk, ngopi, dan ngeroko saja... tolong dong bertindak dengan nyata dan segera tindak lanjuti permasalahan ini.",Parkir Liar,10
"𝗔𝗣𝗞 𝗜𝗡𝗜 𝗠𝗘𝗟𝗔𝗡𝗚𝗚𝗔𝗥 𝗣𝗘𝗥𝗔𝗧𝗨𝗥𝗔𝗡 𝗞𝗣𝗨 𝗡𝗢𝗠𝗢𝗥 𝟯𝟲𝟯 𝗧𝗔𝗛𝗨𝗡 𝟮𝟬𝟮𝟯 𝗞𝗔𝗥𝗘𝗡𝗔 𝗗𝗜𝗣𝗔𝗦𝗔𝗡𝗚 𝗗𝗜 𝗝𝗣𝗢 𝗦𝘂𝗿𝗮𝘁 𝗞𝗲𝗽𝘂𝘁𝘂𝘀𝗮𝗻 𝗞𝗣𝗨 𝗗𝗞𝗜 𝗝𝗮𝗸𝗮𝗿𝘁𝗮 𝗡𝗼𝗺𝗼𝗿 𝟯𝟲𝟯 𝗧𝗮𝗵𝘂𝗻 𝟮𝟬𝟮𝟯 𝗦​​​​​𝗲𝗷𝘂𝗺𝗹𝗮𝗵 𝗹𝗼𝗸𝗮𝘀𝗶 𝗱𝗶 𝗗𝗞𝗜 𝗝𝗮𝗸𝗮𝗿𝘁𝗮 𝘁𝗮𝗸 𝗯𝗼𝗹𝗲𝗵 𝗮𝘁𝗮𝘂 𝗱𝗶𝗹𝗮𝗿𝗮𝗻𝗴 𝗱𝗶𝗽𝗮𝘀𝗮𝗻𝗴𝗶 𝗮𝗹𝗮𝘁 𝗽𝗲𝗿𝗮𝗴𝗮 𝗸𝗮𝗺𝗽𝗮𝗻𝘆𝗲 (𝗔𝗣𝗞) 𝘀𝗲𝗹𝗮𝗺𝗮 𝗺𝗮𝘀𝗮 𝗸𝗮𝗺𝗽𝗮𝗻𝘆𝗲 𝗣𝗲𝗺𝗶𝗹𝘂 𝟮𝟬𝟮𝟰. tempat tertentu a. pagar pemisah jalan, 𝗷𝗲𝗺𝗯𝗮𝘁𝗮𝗻 𝗽𝗲𝗻𝘆𝗲𝗯𝗲𝗿𝗮𝗻𝗴𝗮𝗻, halte, terminal, stasiun, pelabuhan dan tiang listrik​​​​​​​ b. tempat ibadah, termasuk halaman, rumah sakit atau tempat pelayanan kesehatan, gedung milik pemerintah dan lembaga pendidikan ​​​​​​​c. seluruh jalur jalan bebas hambatan/tol layang (sisi kanan dan kiri jalan), jembatan penyebrangan jalan (jpo), flyover, underpass​​​​​​​ serta tempat istirahat pelayanan di dalam jalan tol (rest area) d. sarana milik pemerintah provinsi dki jakarta ​​​​​​​e. fasilitas milik tni/polri f. fasilitas milik bumn/bumd 𝗝𝗔𝗗𝗜 𝗔𝗣𝗞 𝗜𝗡𝗜 𝗠𝗘𝗟𝗔𝗡𝗚𝗚𝗔𝗥 𝗬𝗔, 𝗣𝗘𝗧𝗨𝗚𝗔𝗦 𝗕𝗘𝗥𝗟𝗜𝗧𝗘𝗥𝗔𝗦𝗜 𝗥𝗘𝗡𝗗𝗔𝗛 𝘽𝙞𝙧𝙤𝙠𝙧𝙖𝙩 𝙗𝙚𝙧𝙢𝙚𝙣𝙩𝙖𝙡 𝙛𝙚𝙚 𝗣𝗘𝗠𝗕𝗜𝗔𝗥𝗔𝗡 𝗧𝗘𝗥𝗛𝗔𝗗𝗔𝗣 𝗣𝗘𝗟𝗔𝗡𝗚𝗚𝗔𝗥𝗔𝗡 𝗔𝗗𝗔𝗟𝗔𝗛 𝗜𝗡𝗗𝗜𝗞𝗔𝗦𝗜 𝗞𝗢𝗥𝗨𝗣𝗦𝗜!",Reklame/Spanduk ,29
sekitaran pasar kebayoran lama. byk motor dan mobil yg lawan arus ke arah rel. pihak petugas membiarkan begitu saja tanpa ada sanksi. jadinya pelanggaran lawan arus jadi banyak dan kebiasaan.,Arus Lalu Lintas,10
"1 buah lampu pju mati, sesuai titik maps, terimakasih",Jaringan Listrik ,11
"pju mati 2 titik, mohon untuk diperbaiki, terimakasih",Jaringan Listrik ,11
kalau hujan intensitas lumayan air tergenang karena di area tersebut tidak ada selokan/got mohon bisa dicek untuk dibuat sodetan ke kali di dekatnya.. disitu juga ada 2 sumur resapan tapi tidak optimal (lambat sekali meresapnya),Penanganan Banjir,3
aplikasi si jule tidak bisa log in untuk pppk padahal kami mau ikut pelatihan.,Hubungan Pekerja-Pengusaha ,8
mohon di toping atau di pendek kn sudin pertamanan dan hutan kota pohon sudah terlalu tinggi dan rimbun banyak ranting yg bersinggungan dengan kabel listrik di kwartir kn konsetling listrik terima kasih,Pohon,2
pampu pju mati jalan gelap mohon butuh segera ditindaklanjuti karena seram,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
panel pengait lampu lalulintas copot rusak tolong perbaikan,Perlengkapan Lalu Lintas,4
"saya sudah membersihkan beberapa sampah dedeunan, karena saya capek. dimohon kpd petugas untuk membabtu membersihkan area tersebut. terima kasih",Sampah ,3
"penutup lubang kabel fiber optic hampir jebol, sudah ada yg terjatuh saat hujan, mohon segera diperbaiki",Jalan,1
mohon di toping atau di pendek kn sudin pertamanan dan hutan kota pohon sudah terlalu tinggi dan rimbun lokasi taman pondok kopi raya terima kasih,Pohon,2
"segera di kordinasi ke pajak apakah chicago popcorn sudah bayar ini mewakili ribuan toko yg sudah berbayar tempat di mall casablanca.apalagi kata pe gurus toko, jagungnya saja impor dari amrik.",Pajak Bumi dan Bangunan (PBB)/BPHTB,26
"bangunan di duga tidak sesuai izin yang di terbitkan, izin rumah tinggal tetapi objek nya kos2an dan 4 lantai",Tata Ruang dan Bangunan ,8
pembatas jalan bekas proyek yang tidak kerap dirapihkan. statua membahayakan pengguna jalan karena ini beton bukan plastik.,Keluhan Galian/Sisa Proyek,1
belom di gusur juga ini.. ga ada tindakan nya.. gimana ini.. gimana yaa..,PKL Liar,0
"izin , jika boleh dan tidak merepotkan , tolong di rapihkan . musim hujan dan angin pun kencang . ranting ranting rawan patah ataupun sempal . sebelum terjadi apa apa , mohon di rapihkan . terlebih ini jalur ramai jalur mikrolet 32 / jaklingko 106",Pohon,6
taman bermain rptra terdapat beberapa mainan yang tidak bisa digunakan karena rusak parah . follow up on this issue,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
"batu kanstin jalan terlepas dan berantakan, benahi segera",Jalan,4
"hampir 2 minggu lama nya air pdam di kampung sy mati total, tlong dinas terkait memperbaiki agar warga dpt beraktivitas normal, butuh segera ditindaklanjuti",PDAM/PAM,3
"permasalahan: apk (alat peraga kampanye) terpasang di depan kantor kpk dan lebih tepatnya lagi dipasang di tiang listrik dan internet apk ini melanggar peraturan kpu nomor 363 tahun 2023 karena dipasang di gedung milik pemerintah surat keputusan kpu dki jakarta nomor 363 tahun 2023 sejumlah lokasi di dki jakarta tak boleh atau dilarang dipasangi alat peraga kampanye (apk) selama masa kampanye pemilu 2024. tempat tertentu a. pagar pemisah jalan, jembatan penyeberangan, halte, terminal, stasiun, pelabuhan dan tiang listrik b. tempat ibadah, termasuk halaman, rumah sakit atau tempat pelayanan kesehatan, gedung millk pemerintah dan lembaga pendidikan c. seluruh jalur jalan bebas hambatan/tol layang (sisi kanan dan kiri jalan), jembatan penyebrangan jalan (jpo), flyover, underpass serta tempat istirahat pelayanan di dalam jalan tol (rest area) d. sarana milik pemerintah provinsi dki jakarta e. fasilitas milik tni/polri f. fasilitas milik bumn/bumd",Reklame/Spanduk ,30
ditemukan adanya reklame rokok berupa signage rokok di kasir indomaret,Kawasan Dilarang Merokok,24
"fasilitas ayunan sebaiknya diberikan keterangan maksimal untuk tinggi dan berat berapa, karena termasuk pengendalian resiko juga. kita gak tahu ayunan tsb untuk beban dan tinggi brp. terinakasih.",Taman ,8
sejak trotoar dibuat awalnya motoris bisa diatas utk cegah penyempitan ruang milik jalan skrg yg bisa cuma pkl² liar diatas trotoar.r milik jalan. kalau begitu kenai pajak pd para pkl liar yg sudah lama jd angin sedap karna bau nyaasuk ke lantor rw09. fokus aduan pajak pd pkl2 liar dimana sejak ditanya saat trotoar dibuat dan kemudian ditiknggikan,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",26
"saya ingin mengusulkan dong kod dinas bina marga utk membangun trotoar dari budi luhur hingga kebayoran lama, agar bisa selaras dengan halte² di koridor 13",Trotoar,7
"pkl liar di jam 13.30 berdagang di trotoar, melanggar perda no 8 tahun 2007 mohon bantuan penertiban",PKL Liar,15
sampah barusan doggy buang bb mohon ditindaklanjuti bersih terimakasih,Sampah ,14
"anjing tak bertuan tiap siang sore gak ada yg jaga shingga bb dimana mana, agar dikordinasi ke kpkp",Gangguan dan Kebisingan  ,26
mobilnya jelas. nomornya jelas. tiap hari disitu? emang niatnya mau pakai fasum milik publik dan negara utk dirampas jd &quot;garasi&quot; permanen. tp kok aparat malah menolak laporan ya? apa krn ada dugaan kuat potensi pungutan liar biar bisa adem makai fasum utk kepentingan pribadi.,Parkir Liar,23
sampah dah lama.gak ke uang pas udha layu dan ramgka baru ketiup angin atau hujan jatih ke kali atau sungai kecil. giat bengong agar digallakan. warna daun sudha lamam. agar tuntas,Sampah ,14
"voice announcer bus transjakarta tj-312 koridor 5 kp. melayu - ancol, tidak bunyi voice announcernya mohon agar diperbaiki agar bunyi kembali",Transportasi Publik,17
"dekat perempatan segera ditambal dijaga lama jalan berlubang, bahaya bagi wanita hamil",Jalan,14
segera bendera palestina dipasang terindikasi oleh penjual minyak pkl liar wajib dicabutm pemasang rentna ditiru melawan pp 41/1958 ttg bendera asing wajib ijin kepala daerah. dekat koramil depan alfa,Sampah ,26
segera bendera palestina dipasang penjual minyak pkl liar wajib dicabuta. penjual minyak keliling melawan pp 41/1958 ttg bendera asing wajib ijin kepala daerah. depan alfa,Gangguan dan Kebisingan  ,26
minta tolong ke pejabat terkait kebutuhan kaca cembung di lingkungan kami yang sudah tidak layak berfungsi mengingat di lokasi ini sangat rawan celaka,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",4
"berbahaya, terdapat jalan berlubang di pertemuan jalan/ dekat lampu merah poltangan, mohon untuk segera diperbaiki, terimakasih",Jalan,11
"trotoar rusak/ambles, minta tolong untuk diperbaiki.",Trotoar,4
"nama jalan banyak gak kebaca, salah satunya ini. banyak huruf gak kebaca segera dibuat tks","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",26
"sampah di ujung sudha banyak, apakah mau musim hujan di iarkan lama. kwrja pas difoto. giat?",Sampah ,14
"tolong ya sudah berulang kali dilaporkan, masih saja ada parkir liar jambo kupi. petugas jaki (atau petugas yang berwenang) di lapangan tidak tegas menindak tukang parkir liar kok tidak bisa. solusi untuk mengatasi parkir liar jambo kupi itu hanya dua : pertama, pasang rambu dilarang parkir tepat di depan jambo kupi. atau kedua, buatkan surat pernyataan di atas meterai bahwa jambo kupi tidak akan ada parkir liar, jika melanggar maka petugas berwenang harus berani menutup jambo kupi. itu jalan raya menjadi macet karena ulah jambo kupi yang parkir liar, jangan membela kepentingan pribadi (jambo kupi) dengan mengorbankan kepentingan umum (untuk jalan raya bukan parkir). kenapa kalian petugas berwenang takut dengan petugas parkir jambo kupi? tukang parkir jambo kupi selalu berani memarkirkan kendaraan dengan parkir liar karena dia tidak takut dengan petugas.",Parkir Liar,10
"parkir liar motor memakan 1 jalur sendiri mengakibatkan pengendara harus sedikit ambil jalur berlawanan dan sering membahayakan apalagi kalo ada aktivitas keluar masuk motor. parkiran motor sudah disediakan di dalam mall tapi banyak yang parkir luar karna tarif. mohon ditindaklanjuti untuk ditertibkan, apalagi posisinya di pertigaan. terimakasih.",Parkir Liar,10
ada pelanggaran yang terus menerus dilakukan oleh pihak tersebut. mereka dapat seenaknya parkir di dalam kawasan dilaranh berhenti. apakah mereka sudah kebal hukum? kok gak ada kapoknya ya?,Parkir Liar,10
sampah dikumpulin dna dibakar asap ke warga dan yg dptngaji unr sebulan oada kemana mohon dituntaskan,Sampah ,14
"kejadian setiap hari , masyarakat masih suka membuang sampah disini mengakibat lingkungan tercemar,dan bau pdhl tempat tersebut deket jln utama dimana masyarakat bolak balik lewat sini ,bau nya pun sudah menyengat segera tindak lanjuti masalah",Sampah ,3
"ada pelanggaran segera tindak lanjuti masalah bikin mcat,, gudang yang gerbang warna biru parkir mobil barang sembarangan setiap sore",Parkir Liar,20
tanda pemberhentian jaklingko tidak ada... tolong segera dipasang kembali.. terimakasih 🙏 butuh segera ditindaklanjuti karena,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
segera coretan loar atau plank saja dicopot sudah gak kebaca lagi,Sampah ,26
ditemukan adanya reklame rokok berupa poster dii warung,Kawasan Dilarang Merokok,24
ditemukan adanya pelanggaran reklame rokok berupa spanduk dan poster,Kawasan Dilarang Merokok,24
jalan berlubang. mohon diperbaiki sebelum jalan rusaknya melebar. sepanjang jalan gilimanuk ada beberapa spot jalan berlubang mohon untuk disurvey dan ditindaklanjuti. terimakasih,Jalan,1
"tangga stasiun palmerah kotor, tidak pernah dibersihkan","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",3
"ada pelanggaran segera tindak lanjuti masalah .. pedagang kaki lima pasar malam mengganggun ketertiban umum, mengganggu aktifitas orang banyak kendaraan susah lewat. jalan jadi sempit.. setiap malam rabu .. tolong tegur rt rw setempat.. supaya dihilangkan","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",10
"segera dicopot bambu dna bendera bukan negara indonesia sesuai pp 41/1958 disebut ganggu tertibum pidana kurungan , tidak berijin kep daerah. dekat koramil lagi. tuntas ketertiban di sk sekda 99/2022 butuh segera ditindaklanjuti karena pemainlama",Gangguan dan Kebisingan  ,26
"jalan rusak, ada pembangunan sumur resapan yang tidak sempurna. banyak banget nih tolong segera di perbaiki",Jalan,1
"segera dicopot bambu dna bendera bukan negara indonesia sesuai pp 41/1958 disebut ganggu tertibum pidana kurunganal , tidak berijin kepndaerah. dekat koramil lagi. padahal cm pedagang minyak klilimg atau apapuntuntas ketertiban di sk sekda 99/2022",Gangguan dan Kebisingan  ,26
mobil putih parkir liar rutin diatas saluran air. bikin sempit jalan. bukan tempat parkir umum.,Parkir Liar,10
"sedang ada kegiatan renovasi gudang dikerjakan tanpa imb atau pbg, masuk tahap pengerjaan bagian depan luar/ muka target 2 bln selesai... # segera tindak lanjuti masalah # @ omnibusdman ri @ pj gubernur dki jakarta @ dprd dki jakarta @ dcktrp @ crm # uu no 6 tahun 2023 pasal 24 angka 38 #",Tata Ruang dan Bangunan ,8
ditemukan adanya reklame rokok berupa poster di warung,Kawasan Dilarang Merokok,24
butuh segera ditindaklanjuti karena kejelasan tanah yg ad di kali agar kali jd lebar sesuai fungsi pelebaran kali sehingga di turap. mohon agar pihak sda segera tl karena sudah setahun terbengkalai after proyek pembuatan turap...,Keluhan Galian/Sisa Proyek,1
"tolong segera di bantu bersihkan atau di bangun selokan yang layak, karena setiap hujan selokan selalu mampet, selokan ini menuju taman wijaya kusuma, selalu ada yang memampet di tengah selokan namun sampahnya tidak mau diangkat jadi rumah saya yang sejalur dengan selokan selalu banjir dengan air selokan setiap kali hujan. asap. needs urgent action.",Penanganan Banjir,3
"tolong ditindak karma gak unjuk perijinan, sesuai kemen pupr di google bhw perijinan bangunan yg lagi proyek membangun mesti diunjuk. ini udah sampai &quot;langit ketujuh&quot; kok pd hiat bengong aparat tata ruang???",Tata Ruang dan Bangunan ,26
pohon membahayakan dahan bergesekan dengan kabel listrik dan menghalangi pju sangat berbahaya saat ada angin dan hujan,Pohon,6
kabel fiber optik menjuntai ke bawah butuh segera ditindaklanjuti karena membahayakan. terimakasih.,Pelayanan Kesehatan ,6
